id. Response ID,submitdate. Date submitted,Month Year[subm...Date submitted],Month[Month Yea...ate submitted]],Year[Month Year...ate submitted]],lastpage. Last page,Carmain,Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate ,"FCV, BEV Dummy",,,,,,,
PHASE_2_18070,2016/09/27 08:53:35,09/2016,9,2016,43,2015 Nissan Leaf,0,0,0,0,125000,2.59,1,1,3,458.34,0,14.87,3,35,1,3,10035,1,,,,,,,
PHASE_2_18072,2016/09/27 10:42:20,09/2016,9,2016,43,2015 BMW i3,0,0,0,0,125000,2.65,1,1,3,246.32,16,2.75,3,35,0,2,17142.85714,,,,,,,,
PHASE_2_18073,,,,,40,2016 Tesla Model S,0,0,1,0,,2.66,,,,,0,4.23,3,80,0,3,,1,,,,,,,
PHASE_2_18074,2016/09/27 12:13:26,09/2016,9,2016,43,2015 Tesla Model S,0,0,1,0,175000,-2.77,1,1,4,,0,32.09,3,75,0,3,11723.33333,1,,,,,,,
PHASE_2_18075,2016/09/27 12:43:20,09/2016,9,2016,43,2015 Ford C-Max Energi,0,0,0,0,125000,2.82,1,1,3,759.36,2,6.6,2,75,1,2,13411.76471,,,,,,,,
PHASE_2_18076,,,,,30,2015 Tesla Model S,0,0,0,0,,,,,,281.26,0,26.62,2,35,1,2,,1,,,,,,,
PHASE_2_18077,2016/09/27 15:14:58,09/2016,9,2016,43,2016 Chevrolet Volt,0,0,0,0,75000,-2.27,1,1,3,187.61,2,8.07,2,65,0,3,8420,,,,,,,,
PHASE_2_18078,,,,,13,2015 BMW i3,0,0,0,0,,,,,,,,,3,25,1,3,,,,,,,,,
PHASE_2_18079,2016/09/28 07:50:33,09/2016,9,2016,43,2016 Chevrolet Volt,0,0,1,0,125000,2.31,1,1,3,324.48,1,36.01,3,55,0,3,17396.4,,,,,,,,
PHASE_2_18080,2016/09/27 13:17:24,09/2016,9,2016,43,2015 Nissan Leaf,0,0,0,0,175000,2.81,1,1,4,117.09,0,1.23,2,45,0,4,6230.769231,1,,,,,,,
PHASE_2_18081,2016/09/27 14:50:43,09/2016,9,2016,43,2015 Tesla Model S,0,0,0,0,500000,2.19,1,1,4,120.53,0,11.83,3,45,0,2,6666.666667,1,,,,,,,
PHASE_2_18085,,,,,31,2016 Chevrolet Volt,0,0,1,0,,,,,,,0,31.3,3,65,0,4,,,,,,,,,
PHASE_2_18084,,,,,31,2016 FIAT 500e,,,,,,,,,,52.21,60,41.08,1,35,0,1,,1,,,,,,,
PHASE_2_18086,,,,,4,2015 Tesla Model S,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_18087,2016/09/27 19:35:38,09/2016,9,2016,43,2013 Chevrolet Volt,1,0,0,0,175000,2.5,1,1,3,334.42,8,45.93,2,65,0,2,25600,,,,,,,,
PHASE_2_18088,,,,,18,2016 Chevrolet Volt,0,0,0,0,,,,,,,,,6,35,1,3,,,,,,,,,
PHASE_2_18089,2016/09/27 20:30:32,09/2016,9,2016,43,2015 Ford C-Max Energi,0,0,1,0,125000,1.74,1,1,4,390.98,6,22.16,4,45,0,2,58200,,,,,,,,
PHASE_2_18090,,,,,4,2014 Ford C-Max Energi,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_18091,,,,,32,2014 Ford C-Max Energi,0,0,1,1,,,,,,227.55,5,,2,55,1,3,,,,,,,,,
PHASE_2_18092,,,,,4,2015 Ford Fusion Energi,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_18093,2016/09/27 21:22:15,09/2016,9,2016,43,2015 Tesla Model S,0,0,0,0,325000,1.45,1,1,3,481.45,5,2.21,5,35,0,3,15066.66667,1,,,,,,,
PHASE_2_18094,2016/09/28 09:17:34,09/2016,9,2016,43,2015 Tesla Model S,0,0,0,0,500000,2.24,1,1,4,318.14,2,16.11,3,55,1,4,11333.33333,1,,,,,,,
PHASE_2_18095,2016/09/28 10:51:58,09/2016,9,2016,43,2014 Ford C-Max Energi,0,0,0,0,125000,2.62,1,1,4,55.88,12,53.78,2,55,1,1,9788.727273,,,,,,,,
PHASE_2_18096,2016/09/28 11:31:10,09/2016,9,2016,43,2015 Ford Fusion Energi,0,0,0,0,125000,2.61,1,1,2,58.38,6,11.7,4,55,0,4,8160,,,,,,,,
PHASE_2_18097,2016/09/28 12:12:25,09/2016,9,2016,43,2016 Nissan Leaf,0,0,0,0,,2.64,1,1,3,651.3,0,29.19,3,,,3,12000,1,,,,,,,
PHASE_2_18098,2016/09/28 12:47:02,09/2016,9,2016,43,2015 Chevrolet Volt,0,0,0,0,75000,2.65,1,1,2,1828.79,6,47.57,2,35,0,3,18472.2,,,,,,,,
PHASE_2_18099,,,,,3,2016 FIAT 500e,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_18100,,,,,42,2015 Ford Fusion Energi,0,0,0,0,175000,,1,1,3,130.07,2,8.82,4,55,0,3,,,,,,,,,
PHASE_2_18101,2016/09/28 14:22:15,09/2016,9,2016,43,2016 Chevrolet Volt,0,0,1,0,125000,1.09,1,0,3,312.45,0,36.85,4,45,0,2,19348,,,,,,,,
PHASE_2_18102,2016/09/28 14:47:17,09/2016,9,2016,43,2016 Audi A3 Sportback e-tron,0,1,0,0,500000,2.78,1,1,3,,0,18.61,2,55,1,2,6750,,,,,,,,
PHASE_2_18103,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_18104,2016/09/28 21:32:36,09/2016,9,2016,43,2015 Chevrolet Volt,0,0,0,0,125000,2.64,1,1,3,,1,10.48,3,65,0,4,13588.23529,,,,,,,,
PHASE_2_18105,2016/09/28 21:32:42,09/2016,9,2016,43,2015 Nissan Leaf,0,0,0,0,125000,0.56,1,0,4,226.83,0,33.23,2,35,0,2,96683.33333,1,,,,,,,
PHASE_2_18106,2016/09/28 21:35:24,09/2016,9,2016,43,2016 Volkswagen e-Golf,0,0,0,0,225000,2.36,0,1,4,509.06,0,1.39,5,45,0,2,4375.636364,1,,,,,,,
PHASE_2_18107,,,,,4,2015 Ford C-Max Energi,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_18110,,,,,3,2016 Ford Fusion Energi,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_18109,,,,,25,2016 Chevrolet Volt,,,,,,,,,,,50,32.9,1,55,0,1,,,,,,,,,
PHASE_2_18113,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_18114,2016/09/29 10:59:07,09/2016,9,2016,43,2016 Chevrolet Volt,0,0,0,0,125000,2.7,1,,3,105.59,20,2.14,1,75,0,3,-60000,,,,,,,,
PHASE_2_18112,,,,,16,2015 Nissan Leaf,0,0,0,0,,,,,,,,,4,45,1,2,,1,,,,,,,
PHASE_2_18115,2016/09/29 13:38:00,09/2016,9,2016,43,2016 Chevrolet Volt,1,0,0,0,225000,2.65,1,1,3,843.04,10,23.41,2,75,0,3,15272.72727,,,,,,,,
PHASE_2_18116,2016/09/29 14:50:57,09/2016,9,2016,43,2016 Chevrolet Volt,0,0,0,0,175000,2.71,1,1,4,1468.7,1,32.25,4,35,0,4,19090.90909,,,,,,,,
PHASE_2_18117,2016/09/29 14:52:09,09/2016,9,2016,43,2016 BMW i3,0,0,0,0,225000,1.7,0,1,4,96.56,0,12.25,2,55,1,2,2400,,,,,,,,
PHASE_2_18118,2016/09/29 15:10:39,09/2016,9,2016,43,2016 Ford Fusion Energi,0,0,0,0,225000,2.65,1,1,2,725.06,0,46.41,2,45,1,3,14357.14286,,,,,,,,
PHASE_2_18119,,,,,31,2015 Nissan Leaf,0,0,0,0,,,,,,76.58,0,34.96,2,35,0,2,,1,,,,,,,
PHASE_2_18120,2016/09/29 16:52:50,09/2016,9,2016,43,2016 Chevrolet Volt,0,0,0,0,125000,-0.24,1,1,2,,0,1.33,2,80,0,1,3692.4,,,,,,,,
PHASE_2_18121,2016/09/29 17:28:22,09/2016,9,2016,43,2015 Tesla Model S,0,1,0,0,500000,2.6,1,1,3,,0,15.37,4,55,0,4,9428.571429,1,,,,,,,
PHASE_2_18122,2016/09/29 18:12:42,09/2016,9,2016,43,2015 Tesla Model S,0,0,1,0,,2.51,1,1,3,538.3,4,16.55,2,65,0,4,15428.57143,1,,,,,,,
PHASE_2_18123,2016/09/29 21:41:02,09/2016,9,2016,43,2016 Chevrolet Volt,0,0,1,0,125000,2.88,1,0,3,,0,8.25,2,55,0,2,9200,,,,,,,,
PHASE_2_18124,2016/09/29 21:57:43,09/2016,9,2016,43,2015 Tesla Model S,0,0,0,0,,2.13,1,1,3,259.75,3,21.19,6,45,0,3,18000,1,,,,,,,
PHASE_2_18125,2016/09/29 22:35:51,09/2016,9,2016,43,2015 Ford C-Max Energi,0,0,1,0,175000,-2.78,1,1,2,226.16,2,,2,55,0,4,9054,,,,,,,,
PHASE_2_18126,2016/09/30 12:33:47,09/2016,9,2016,43,2015 Nissan Leaf,0,0,0,0,225000,,1,1,3,,0,8.41,5,35,0,3,10683.33333,1,,,,,,,
PHASE_2_18127,2016/09/30 14:51:25,09/2016,9,2016,43,2016 Chevrolet Volt,0,0,1,0,,2.48,1,1,2,164.7,2,25.35,5,45,0,4,18666.66667,,,,,,,,
PHASE_2_18129,2016/09/30 14:54:48,09/2016,9,2016,43,2015 Tesla Model S,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_18130,2016/09/30 17:45:04,09/2016,9,2016,43,2016 Chevrolet Volt,0,1,0,0,125000,1.72,1,1,3,,0,20.27,2,45,0,2,22140,,,,,,,,
PHASE_2_18131,2016/09/30 17:56:20,09/2016,9,2016,43,2016 Chevrolet Volt,0,1,0,0,475000,2.47,1,1,4,1064.86,1,0.08,2,80,0,5,9054.545455,,,,,,,,
PHASE_2_18132,2016/09/30 17:43:20,09/2016,9,2016,43,2015 Tesla Model S,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_18133,2016/09/30 20:03:42,09/2016,9,2016,43,2016 Ford Fusion Energi,0,0,0,0,50000,-3,1,1,3,291.21,5,6.68,3,65,0,2,13060,,,,,,,,
PHASE_2_18134,2016/09/30 21:33:34,09/2016,9,2016,43,2015 BMW i3,0,0,0,0,125000,2.94,1,1,3,140.85,1,29.96,5,35,1,4,17040,1,,,,,,,
PHASE_2_18135,2016/09/30 22:40:22,09/2016,9,2016,43,2016 Chevrolet Volt,0,0,1,0,75000,2.74,1,1,3,87.43,2,,1,75,0,1,12000,,,,,,,,
PHASE_2_18136,2016/10/02 12:56:22,10/2016,10,2016,43,2016 Chevrolet Volt,0,0,1,0,125000,,1,1,4,,0,36.62,1,65,0,1,5016,,,,,,,,
PHASE_2_18137,,,,,3,2015 Ford C-Max Energi,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_18138,2016/10/01 19:49:38,10/2016,10,2016,43,2016 Volkswagen e-Golf,0,0,1,0,175000,2.76,1,1,3,426.75,0,,4,45,1,2,7200,1,,,,,,,
PHASE_2_18139,2016/10/01 21:11:38,10/2016,10,2016,43,2016 Nissan Leaf,0,0,0,0,125000,2.76,1,1,4,95.09,0,32.02,2,45,0,3,13333.33333,1,,,,,,,
PHASE_2_18140,,,,,32,2016 Chevrolet Volt,0,0,1,0,,,,,,,0,38.95,1,25,0,1,,,,,,,,,
PHASE_2_18141,2016/10/02 06:16:49,10/2016,10,2016,43,2016 Ford C-Max Energi,0,0,1,0,75000,,0,1,4,,0,0.19,3,45,1,1,15000,,,,,,,,
PHASE_2_18142,2016/10/02 09:02:40,10/2016,10,2016,43,2016 Chevrolet Volt,0,0,0,0,75000,2.67,1,1,3,460.06,4,10,2,65,0,3,9818.181818,,,,,,,,
PHASE_2_18143,2016/10/02 11:18:09,10/2016,10,2016,43,2015 Ford C-Max Energi,0,0,0,0,125000,2.72,1,1,4,496.35,3,,2,65,0,2,7520,,,,,,,,
PHASE_2_18144,2016/10/02 22:38:58,10/2016,10,2016,43,2015 Nissan Leaf,0,0,0,0,275000,2.69,1,1,3,162.57,0,4.86,3,45,0,2,3867.272727,1,,,,,,,
PHASE_2_18145,2016/10/02 13:25:56,10/2016,10,2016,43,2016 Chevrolet Volt,0,0,0,0,75000,1.8,1,0,4,,0,6.71,2,35,1,2,8890.909091,,,,,,,,
PHASE_2_18146,2016/10/02 14:51:53,10/2016,10,2016,43,2016 Ford Fusion Energi,0,0,0,0,475000,1.82,1,1,4,1014.07,2,,5,55,1,4,8769.230769,,,,,,,,
PHASE_2_18147,2016/10/02 15:19:49,10/2016,10,2016,43,2015 Chevrolet Volt,0,0,0,0,125000,1.7,0,0,3,273.73,2,0.52,2,25,1,2,7333.333333,,,,,,,,
PHASE_2_18148,2016/10/02 18:57:57,10/2016,10,2016,43,2015 Ford C-Max Energi,0,0,0,0,175000,1.82,1,1,3,64.11,8,9.63,2,55,0,3,5922,,,,,,,,
PHASE_2_18149,,,,,3,2015 Nissan Leaf,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_18150,,,,,35,2016 Volkswagen e-Golf,,,,,,,,,,,0,6.43,2,75,1,1,,1,,,,,,,
PHASE_2_18151,2016/10/03 08:15:50,10/2016,10,2016,43,2016 Chevrolet Volt,,,,,125000,2.57,0,0,3,225.94,2,13.23,1,35,0,1,8833.333333,,,,,,,,
PHASE_2_18152,,,,,31,2015 Ford Fusion Energi,1,0,0,0,,,,,,439.23,0,28.01,4,55,0,3,,,,,,,,,
PHASE_2_18153,2016/10/03 09:20:12,10/2016,10,2016,43,2015 Nissan Leaf,0,0,0,0,75000,2.79,1,1,3,55.22,0,15.03,6,35,0,5,10000,1,,,,,,,
PHASE_2_18154,2016/10/03 10:40:34,10/2016,10,2016,43,2015 Tesla Model S,1,1,0,0,225000,2.76,1,1,4,1217.66,5,,3,45,0,2,16210.66667,1,,,,,,,
PHASE_2_18155,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2_18156,2016/10/03 11:48:16,10/2016,10,2016,43,2016 Chevrolet Volt,0,0,0,0,275000,2.88,1,1,4,247.88,3,20.65,2,35,1,2,15501,,,,,,,,
PHASE_2_18157,2016/10/03 11:51:40,10/2016,10,2016,43,2016 FIAT 500e,0,0,0,0,125000,1.33,0,0,4,308.55,0,14.79,2,25,0,2,6000,1,,,,,,,
PHASE_2_18158,2016/10/03 12:45:54,10/2016,10,2016,43,2016 Ford Fusion Energi,0,0,0,0,225000,-1.39,1,1,3,793.34,3,23.26,6,45,0,5,53419.2,,,,,,,,
PHASE_2_18159,2016/10/03 13:25:57,10/2016,10,2016,43,2015 Tesla Model S,0,1,0,0,125000,0,1,1,3,413.2,120,130.8,4,35,0,1,43200,1,,,,,,,
PHASE_2_18160,,,,,29,2015 Nissan Leaf,0,0,0,0,,,,,,342.43,0,28.95,4,45,0,3,,1,,,,,,,
PHASE_2_18161,2016/10/03 17:17:52,10/2016,10,2016,43,2015 Ford Fusion Energi,0,0,1,0,275000,1.31,1,1,4,686.28,5,20.74,3,65,0,3,15000,,,,,,,,
PHASE_2_18162,2016/10/03 18:25:00,10/2016,10,2016,43,2016 Volkswagen e-Golf,0,0,1,0,225000,1.74,1,1,4,702.91,0,9.51,4,45,0,2,6133.333333,1,,,,,,,
PHASE_2_18163,2016/10/03 21:29:23,10/2016,10,2016,43,2015 Nissan Leaf,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2_18164,,,,,27,2015 Ford C-Max Energi,0,0,0,0,,,,,,,0,3.15,1,35,0,1,,,,,,,,,
PHASE_2_18165,2016/10/04 05:43:07,10/2016,10,2016,43,2016 FIAT 500e,0,0,0,0,125000,2.63,1,1,2,409.07,0,13.02,2,55,1,2,7149.333333,1,,,,,,,
PHASE_2_18166,2016/10/04 11:37:47,10/2016,10,2016,43,2015 Ford C-Max Energi,1,0,0,0,75000,2.6,0,0,2,269.01,3,5.38,4,25,1,2,6857.142857,,,,,,,,
PHASE_2_18167,2016/10/04 11:48:14,10/2016,10,2016,43,2015 Nissan Leaf,1,0,0,0,,0.88,1,1,4,362.4,0,,4,55,0,4,4800,1,,,,,,,
PHASE_2_18168,,,,,21,2016 Ford Fusion Energi,0,0,0,0,,,,,,,,10.12,4,35,0,2,,,,,,,,,
PHASE_2_18169,,,,,3,2016 Kia Soul EV,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2.5_5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2.5_4,,,,,10,2017 Toyota Prius Prime,0,0,1,0,,,,,,,,,,,,3,,,,,,,,,
PHASE_2.5_3,2017/06/02 10:49:46,06/2017,6,2017,45,2017 Toyota Prius Prime,0,0,0,0,75000,2.62,,1,2,154.59,0,38.86,5,35,0,5,18605.14286,,,,,,,,
PHASE_2.5_2,2017/06/02 10:37:50,06/2017,6,2017,45,2017 Toyota Prius Prime,0,0,1,0,75000,2.4,0,0,3,272.25,1,11.54,1,25,0,1,8228.571429,,,,,,,,
PHASE_2.5_6,2017/06/02 11:47:29,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,1,0,0,75000,-3,1,1,3,218.74,3,3.4,1,65,0,2,8288,1,,,,,,,
PHASE_2.5_7,2017/06/02 11:33:53,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,1,1,0,175000,2.78,1,1,4,441.74,1,4.71,2,55,0,3,14528,1,,,,,,,
PHASE_2.5_8,2017/06/02 11:05:44,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,0,0,0,325000,2.65,1,1,4,103.52,0,3.98,2,45,0,2,2192,1,,,,,,,
PHASE_2.5_9,2017/07/28 10:43:33,07/2017,7,2017,45,2017 Chevrolet Volt,1,0,0,0,125000,2.82,1,0,3,126.92,1,5.14,1,45,0,1,10640,,,,,,,,
PHASE_2.5_10,2017/06/02 11:20:19,06/2017,6,2017,45,2017 Chevrolet Bolt EV,1,0,0,0,175000,2.71,1,1,4,174.6,2,4.29,2,35,0,2,8600,1,,,,,,,
PHASE_2.5_11,2017/06/02 11:42:32,06/2017,6,2017,45,2017 Chevrolet Volt,0,0,0,0,175000,-1.65,1,1,4,349.05,5,48.98,4,35,1,2,31384.61538,,,,,,,,
PHASE_2.5_12,2017/06/02 11:52:46,06/2017,6,2017,45,2017 Toyota Prius Prime,0,0,0,0,175000,0,0,0,3,289.68,15,8.42,2,35,0,2,18000,,,,,,,,
PHASE_2.5_13,2017/06/02 17:52:34,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,0,1,1,225000,2.74,1,1,4,118.69,1,22.51,2,45,1,2,-12672,1,,,,,,,
PHASE_2.5_14,2017/06/02 12:04:58,06/2017,6,2017,45,2017 Toyota Prius Prime,0,0,1,0,175000,2.72,1,1,3,104.61,1,3.63,2,45,0,2,7714.285714,,,,,,,,
PHASE_2.5_15,2017/06/02 12:11:00,06/2017,6,2017,45,2017 Toyota Prius Prime,1,0,1,0,125000,-2.96,1,1,3,,0,5.45,2,35,0,2,9085.714286,,,,,,,,
PHASE_2.5_16,2017/06/02 13:27:24,06/2017,6,2017,45,2017 Chevrolet Volt,0,0,0,0,75000,-0.59,0,0,3,,0,28.52,3,35,0,3,15692.30769,,,,,,,,
PHASE_2.5_17,2017/06/02 13:06:43,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,1,1,0,225000,2.8,1,1,4,,0,13.58,4,55,0,2,14000,1,,,,,,,
PHASE_2.5_18,,,,,40,2017 Chevrolet Volt,0,1,0,0,,2.5,,,,139.11,3,8.92,4,45,0,2,,,,,,,,,
PHASE_2.5_19,2017/06/04 13:25:43,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,0,0,0,275000,2.5,1,0,4,200.06,0,10.1,2,55,0,2,4506,1,,,,,,,
PHASE_2.5_20,2017/06/02 15:23:54,06/2017,6,2017,45,2017 Chevrolet Bolt EV,1,1,0,0,125000,-3,1,1,3,,0,15.19,1,75,0,2,2592,1,,,,,,,
PHASE_2.5_21,2017/06/02 23:07:24,06/2017,6,2017,45,2017 Chevrolet Bolt EV,1,0,1,0,225000,2.7,1,1,4,,0,15.47,2,65,1,2,13812,1,,,,,,,
PHASE_2.5_22,2017/06/02 15:35:44,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,1,1,0,125000,2.74,1,1,3,275.51,0,23.84,2,65,0,2,9400,1,,,,,,,
PHASE_2.5_23,2017/06/02 16:18:36,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,0,0,0,125000,2.46,1,1,4,,0,38.04,1,45,0,3,3200,1,,,,,,,
PHASE_2.5_24,2017/06/04 12:29:23,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,0,0,0,175000,0.85,1,1,3,175.93,0,25.85,2,45,0,2,9500,1,,,,,,,
PHASE_2.5_25,2017/06/02 17:04:02,06/2017,6,2017,45,2017 Chevrolet Bolt EV,1,0,0,0,,0,1,1,2,290.38,0,44.2,2,55,0,3,12240,1,,,,,,,
PHASE_2.5_26,2017/06/02 18:03:26,06/2017,6,2017,45,2017 Toyota Prius Prime,0,0,0,0,75000,2.67,,0,2,139.35,30,39.33,3,25,0,1,23142.85714,,,,,,,,
PHASE_2.5_27,2017/06/02 19:54:46,06/2017,6,2017,45,2017 Toyota Prius Prime,0,0,1,0,325000,2.58,0,0,3,126.94,3,,4,55,0,3,8228.571429,,,,,,,,
PHASE_2.5_28,2017/06/02 19:56:53,06/2017,6,2017,45,2017 Chevrolet Volt,0,0,0,0,75000,2.6,0,0,4,,0,0.69,1,55,0,1,5538.461538,,,,,,,,
PHASE_2.5_29,2017/06/02 20:57:14,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,0,0,0,375000,2.77,1,1,3,146.06,2,66.29,2,55,0,3,14080.8,1,,,,,,,
PHASE_2.5_30,2017/06/03 11:44:48,06/2017,6,2017,45,2017 Chevrolet Bolt EV,,,,,,,,,,,,,,,,1,,1,,,,,,,
PHASE_2.5_31,2017/06/03 14:48:00,06/2017,6,2017,45,2017 Toyota Prius Prime,0,0,1,0,125000,2.77,1,1,3,99.86,2,35.13,3,45,0,2,9646.285714,,,,,,,,
PHASE_2.5_32,2017/06/03 14:50:20,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,0,0,0,175000,2.53,1,1,3,406.2,0,83.78,3,45,0,2,9000,1,,,,,,,
PHASE_2.5_33,2017/06/03 19:35:52,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,0,0,0,75000,-2.89,1,1,3,522.11,0,1.72,2,55,0,2,7078,1,,,,,,,
PHASE_2.5_34,2017/06/04 19:45:05,06/2017,6,2017,45,2017 Chevrolet Volt,1,0,0,0,75000,0,0,0,4,329.64,2,21.54,5,55,0,2,140526,,,,,,,,
PHASE_2.5_35,2017/06/06 11:41:45,06/2017,6,2017,45,2017 Chevrolet Bolt EV,1,0,1,0,50000,,1,1,4,240.2,1,,2,80,0,2,8028,1,,,,,,,
PHASE_2.5_36,2017/06/06 10:47:56,06/2017,6,2017,45,2017 Chevrolet Bolt EV,1,0,0,0,225000,2.75,1,1,4,518.89,0,20.7,5,45,0,3,27600,1,,,,,,,
PHASE_2.5_37,2017/06/06 11:24:46,06/2017,6,2017,45,2017 Chevrolet Bolt EV,1,1,0,0,225000,2.82,1,1,3,385.7,0,18.83,4,55,0,5,20400,1,,,,,,,
PHASE_2.5_38,,,,,17,2017 Chevrolet Bolt EV,1,1,0,0,,,,,,,,9.35,4,45,0,3,,1,,,,,,,
PHASE_2.5_39,,,,,44,2017 Toyota Prius Prime,0,0,1,0,175000,2.65,1,1,3,294.5,0,22.71,2,35,,2,,,,,,,,,
PHASE_2.5_40,2017/06/06 10:59:42,06/2017,6,2017,45,2017 Toyota Prius Prime,0,0,1,0,125000,2.44,1,1,4,351.01,8,10.69,3,65,0,2,18000,,,,,,,,
PHASE_2.5_41,2017/06/29 15:11:02,06/2017,6,2017,45,2017 Toyota Prius Prime,0,0,0,0,125000,1.62,1,1,3,256.82,20,111.32,1,75,0,2,12644,,,,,,,,
PHASE_2.5_43,2017/06/06 10:44:44,06/2017,6,2017,39,2017 Chevrolet Volt,1,0,0,0,,-3,,,,389.83,1,5.52,2,65,0,3,6000,,,,,,,,
PHASE_2.5_44,2017/06/06 10:57:53,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,1,0,0,75000,2.9,1,1,2,184.87,0,30.65,1,65,0,2,15000,1,,,,,,,
PHASE_2.5_45,2017/06/06 10:53:21,06/2017,6,2017,45,2017 Chevrolet Bolt EV,1,0,0,0,125000,2.92,1,1,3,167.24,1,29.7,3,35,0,1,23400,1,,,,,,,
PHASE_2.5_46,2017/06/06 11:04:14,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,1,0,0,275000,2.1,1,1,4,497.41,0,18.9,4,45,0,3,13200,1,,,,,,,
PHASE_2.5_47,,,,,4,2017 Toyota Prius Prime,,,,,,,,,,,,,,,,1,,,,,,,,,
PHASE_2.5_48,2017/06/06 11:18:22,06/2017,6,2017,45,2017 Toyota Prius Prime,0,0,1,0,225000,2.76,1,1,4,560.79,0,4.82,2,45,1,2,4141.714286,,,,,,,,
PHASE_2.5_49,2017/06/06 11:03:58,06/2017,6,2017,45,2017 Toyota Prius Prime,0,0,1,0,225000,2.58,0,0,4,114.96,7,33.96,3,55,0,3,25714.28571,,,,,,,,
PHASE_2.5_50,2017/06/06 11:00:28,06/2017,6,2017,45,2017 Chevrolet Volt,0,0,0,0,125000,1.25,1,1,3,121.45,7,24.11,2,35,0,3,17821.84615,,,,,,,,
PHASE_2.5_51,2017/06/06 10:51:44,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,0,0,1,175000,2.36,1,1,3,,0,29.31,1,55,0,2,15600,1,,,,,,,
PHASE_2.5_52,2017/06/30 13:31:04,06/2017,6,2017,45,2017 Chevrolet Bolt EV,1,1,0,0,225000,2.81,1,1,3,182.97,1,7.54,3,55,0,3,9600,1,,,,,,,
PHASE_2.5_53,2017/06/06 11:05:27,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,1,0,0,75000,0.67,1,1,3,429.44,2,12.85,5,35,0,2,10015.2,1,,,,,,,
PHASE_2.5_54,2017/06/06 14:24:45,06/2017,6,2017,45,2017 Chevrolet Bolt EV,1,0,0,0,225000,1.74,1,1,4,305.11,0,19.87,4,35,0,2,9600,1,,,,,,,
PHASE_2.5_55,2017/06/06 10:59:51,06/2017,6,2017,45,2017 Chevrolet Bolt EV,1,0,0,0,225000,2.8,1,0,4,144.83,10,33.79,2,25,0,2,3282.62069,1,,,,,,,
PHASE_2.5_56,,,,,32,2017 Chevrolet Bolt EV,1,0,1,0,,,,,,358.71,0,28.58,4,45,0,3,,1,,,,,,,
PHASE_2.5_57,2017/06/06 11:02:42,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,1,0,0,,2.62,1,1,3,74.59,1,8.93,2,55,0,2,7084.8,1,,,,,,,
PHASE_2.5_58,2017/06/06 10:58:33,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,1,1,0,175000,2.83,1,1,4,132.86,1,29.4,2,45,0,2,12105.6,1,,,,,,,
PHASE_2.5_59,2017/06/06 13:52:56,06/2017,6,2017,45,2017 Chevrolet Bolt EV,1,1,0,0,125000,2.3,1,1,3,930.58,4,18.85,4,45,0,4,18175.2,1,,,,,,,
PHASE_2.5_60,2017/06/06 10:54:57,06/2017,6,2017,45,2017 Chevrolet Bolt EV,0,1,0,0,,2.83,0,0,4,,5,5.39,3,35,0,2,3600,1,,,,,,,
